City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,carleton place,45.1334,-76.1494,19.81,96,100,4.02,CA,2023-07-27 08:38:22
284,rabo de peixe,37.8,-25.5833,24.6,42,40,3.6,PT,2023-07-27 08:39:44
285,mersa matruh,31.3525,27.2453,28.11,69,0,3.6,EG,2023-07-27 08:39:44
286,richards bay,-28.783,32.0377,22.88,61,0,1.35,ZA,2023-07-27 08:39:45
287,chapada dos guimaraes,-15.4606,-55.7497,15.81,41,2,2.69,BR,2023-07-27 08:39:45
288,carutapera,-1.195,-46.02,24.1,91,11,2.66,BR,2023-07-27 08:39:45
289,yemetsk,63.4721,41.7941,18.28,91,88,3.91,RU,2023-07-27 08:39:45
290,nadi,-17.8,177.4167,20.0,83,100,4.63,FJ,2023-07-27 08:37:39
291,pailon,-17.65,-62.75,17.5,58,100,3.0,BO,2023-07-27 08:39:45
292,meiganga,6.5167,14.3,25.03,75,73,0.92,CM,2023-07-27 08:39:46
293,mutuali,-14.8706,37.0044,28.37,25,4,0.92,MZ,2023-07-27 08:39:46
294,sao joao da barra,-21.6403,-41.0511,21.07,85,57,7.01,BR,2023-07-27 08:39:46
295,weno,7.4515,151.8468,28.34,76,87,5.52,FM,2023-07-27 08:39:46
296,boa vista,2.8197,-60.6733,24.99,88,75,1.54,BR,2023-07-27 08:39:46
297,altay,47.8667,88.1167,35.08,15,36,6.13,CN,2023-07-27 08:35:16
